item_canonical,canonical_norm,item_id_propose,label_fr_propose,item_code,taxo_l1,taxo_l3,score,confiance,nb_lignes,prix_moyen,annees,valider_oui_non
Bazin riche getsner Blanc,bazin riche getsner blanc,bazin_riche_getsner_blanc,Bazin riche getsner Blanc,LG-202603-000112,Textile,Bazin,1.0,AUTO,9,10759.222222222223,2026-2026,OUI
Bazin riche getsner en couleur,bazin riche getsner couleur,bazin_riche_getsner_couleur,Bazin riche getsner en couleur,LG-202603-000113,Textile,Bazin,1.0,AUTO,9,10879.666666666666,2026-2026,OUI
Beurre pasteurisé crèmeux 450 grammes,beurre pasteurisé crèmeux grammes,beurre_pasteurise_cremeux_450_grammes,Beurre pasteurisé crèmeux 450 grammes,LG-202603-000121,Alimentation,Beurre,1.0,AUTO,9,37911.11111111111,2023-2024,OUI
Biscuit Emmy combien,biscuit emmy combien,biscuit_emmy_combien,Biscuit Emmy combien,LG-202603-000131,Alimentation,Biscuits,1.0,AUTO,9,25912.555555555555,2024-2026,OUI
"Biscuits > 110 
grammes",biscuits grammes,biscuits_>_110_grammes,"Biscuits > 110 
grammes",LG-202603-000156,Alimentation,Biscuits,1.0,AUTO,9,19388.88888888889,2023-2024,OUI
Biscuits &lt;&lt;Fourrés au chocolat&gt;&gt; 500 grammes combien,biscuits fourrés chocolat grammes combien,biscuits_&lt_&lt_fourres_chocolat&gt_&gt_330_grammes_combien,Biscuits &lt;&lt;Fourrés au chocolat&gt;&gt; 330 grammes combien,LG-202603-000147,Alimentation,Biscuits,1.0,AUTO,9,33893.555555555555,2026-2026,OUI
Biscuits &lt;&lt;Love chocolat soda&gt;&gt;,biscuits love chocolat soda,biscuits_&lt_&lt_love_chocolat_soda&gt_&gt,Biscuits &lt;&lt;Love chocolat soda&gt;&gt;,LG-202603-000151,Alimentation,Biscuits,1.0,AUTO,9,25963.333333333332,2026-2026,OUI
"Boisson Baramali (coca, orange, Pomme , raisin ,coctkail ,d'ananas etc......)",boisson baramali,"boisson_baramali_coca,_orange,_pomme_,_raisin_,coctkail_,d_ananas_etc......","Boisson Baramali (coca, orange, Pomme , raisin ,coctkail ,d'ananas etc......)",LG-202603-000185,Alimentation,Boisson,1.0,AUTO,9,2592.222222222222,2026-2026,OUI
Caméra Thermique,caméra thermique,camera_thermique,Caméra Thermique,LG-202603-000310,Telecom,Camera,1.0,AUTO,9,331788.8888888889,2023-2026,OUI
Camion 7m3,camion,camion,Camion,LG-202603-000311,Transport et vehicules,Camion,1.0,AUTO,9,80175.88888888889,2026-2026,OUI
carreau parquet 30/120,carreau parquet,carreau_parquet_120_60,Carreau parquet 120/60,LG-202603-000331,Construction,Carreau,1.0,AUTO,9,11561.111111111111,2023-2023,OUI
Chaussure basse noire (arts martiaux),chaussure basse noire,chaussure_basse_noire_arts_martiaux,Chaussure basse noire (arts martiaux),LG-202603-000357,Textile,Chaussure,1.0,AUTO,9,8854.222222222223,2023-2024,OUI
Chemise de sous-chemise,chemise sous chemise,chemise_sous-chemise,Chemise de sous-chemise,LG-202603-000371,Textile,Chemise,1.0,AUTO,9,33768.555555555555,2023-2024,OUI
Chips Lays 130gr saveur fromage(Industriel),chips lays saveur fromage,chips_lays_130gr_saveur_fromage_industriel,Chips Lays 130gr saveur fromage (Industriel),LG-202603-000382,Alimentation,Fromage,1.0,AUTO,9,1885.888888888889,2026-2026,OUI
Confection cachet local,confection cachet local,confection_cachet,Confection cachet local,LG-202603-000442,Textile,Confection,1.0,AUTO,9,4246.555555555556,2023-2023,OUI
"Confection de tee-shirt (Impression à 
serigraphie)",confection tee shirt,confection_tee-shirt_impression_aserigraphie,Confection de tee-shirt (Impression àserigraphie),LG-202603-000448,Textile,Confection,1.0,AUTO,9,2861.0,2023-2024,OUI
"Confection de tee-shirt (Impression 
numérique)",confection tee shirt,confection_tee-shirt_impression_aserigraphie,Confection de tee-shirt (Impression àserigraphie),LG-202603-000448,Textile,Confection,1.0,AUTO,9,2690.222222222222,2023-2024,OUI
Cordon retors câblés,cordon retors câblés,cordon_retors_cables,Cordon retors câblés,LG-202603-000467,Textile,Cordon,1.0,AUTO,9,22747.222222222223,2024-2026,OUI
Coudières (hand-ball),coudières,coudieres_hand-ball,Coudières (hand-ball),LG-202603-000497,Sport,Coudière,1.0,AUTO,9,5052.777777777777,2023-2024,OUI
Engrais NPK ( 14-18-18) complexecoton,engrais npk complexecoton,engrais_npk_14-18-18_complexecoton,Engrais NPK ( 14-18-18) complexecoton,LG-202603-000619,Agriculture,Engrais,1.0,AUTO,9,29220.444444444445,2026-2026,OUI
Engrais NPK ( 15-15-15) (complexecereale) 50KG,engrais npk,engrais_npk_15-15-15_complexe_cereale_50kg,Engrais NPK ( 15-15-15) (complexe cereale) 50KG,LG-202603-000620,Agriculture,Engrais,1.0,AUTO,9,32121.666666666668,2026-2026,OUI
Engrais NPKDAP Di AMMONINUM de PHOSPHATE 50KG,engrais npkdap ammoninum phosphate,engrais_npkdap_di_ammoninum_phosphate_50kg,Engrais NPKDAP Di AMMONINUM de PHOSPHATE 50KG,LG-202603-000625,Agriculture,Engrais,1.0,AUTO,9,36794.444444444445,2023-2026,OUI
Engrais NPKPNT (phosphate Naturelle de Tilemsi),engrais npkpnt,engrais_npkpnt_phosphate_naturelle_tilemsi,Engrais NPKPNT (phosphate Naturelle de Tilemsi),LG-202603-000627,Agriculture,Engrais,1.0,AUTO,9,22112.555555555555,2023-2026,OUI
Entretien Espace Vert.,entretien espace vert,entretien_espace_vert.,Entretien Espace Vert.,LG-202603-000633,Services,Entretien,1.0,AUTO,9,66111.11111111111,2026-2026,OUI
Entretien Matériels Informatiques,entretien matériels informatiques,entretien_materiels_informatiques,Entretien Matériels Informatiques,LG-202603-000634,Services,Entretien,1.0,AUTO,9,13783.333333333332,2026-2026,OUI
Grader,grader,grader,Grader,LG-202603-000790,,,1.0,AUTO,9,322824.1111111111,2023-2024,OUI
Huile moteur diesel 50 (fût de 200 litres),huile moteur diesel,huile_moteur_diesel_50_fut_200_litres,Huile moteur diesel 50 (fût de 200 litres),LG-202603-000836,Alimentation,Huile,1.0,AUTO,9,287500.0,2023-2024,OUI
Imprimés Comptabilité-Matière,imprimés comptabilité matière,imprimes_comptabilite-matiere,Imprimés Comptabilité-Matière,LG-202603-000853,Informatique,Imprimante,1.0,AUTO,9,14009.222222222223,2026-2026,OUI
"Installation et configuration du système 
Windows",installation configuration système windows,installation_configuration_systeme_windows,Installation et configuration du système Windows,LG-202603-000854,Informatique,Installation,1.0,AUTO,9,15433.333333333332,2023-2024,OUI
Journal Indépendant,journal indépendant,abonnement_journal_independant,Abonnement au journal Indépendant,LG-202603-000009,Presse et abonnements,Journal,1.0,AUTO,9,73648.11111111111,2026-2026,OUI
Journal L'Echos,journal echos,abonnement_journal_l_echos,Abonnement au journal L'Echos,LG-202603-000010,Presse et abonnements,Journal,1.0,AUTO,9,70766.66666666667,2026-2026,OUI
Journal Le Républicain,journal républicain,abonnement_journal_republicain,Abonnement au journal Le Républicain,LG-202603-000015,Presse et abonnements,Journal,1.0,AUTO,9,70949.11111111111,2026-2026,OUI
Kimono aikido (taille moyenne),kimono aikido,kimono_aikido_taille_moyenne,Kimono aikido (taille moyenne),LG-202603-000902,Textile,Kimono,1.0,AUTO,9,15100.0,2023-2023,OUI
Kimono de taekwondo (taille moyenne),kimono taekwondo,kimono_taekwondo_taille_moyenne,Kimono de taekwondo (taille moyenne),LG-202603-000906,Textile,Kimono,1.0,AUTO,9,13479.555555555557,2023-2023,OUI
Kimono judo (taille moyenne),kimono judo,kimono_judo_taille_moyenne,Kimono judo (taille moyenne),LG-202603-000903,Textile,Kimono,1.0,AUTO,9,14650.0,2023-2023,OUI
Kimono karaté (taille moyenne),kimono karaté,kimono_karate_taille_moyenne,Kimono karaté (taille moyenne),LG-202603-000904,Textile,Kimono,1.0,AUTO,9,15275.888888888889,2023-2023,OUI
Lait président démi écrémé,lait président démi écrémé,lait_president_demi_ecreme,Lait président démi écrémé,LG-202603-000956,Alimentation,Lait,1.0,AUTO,9,17230.555555555555,2026-2026,OUI
Lait président écrémé,lait président écrémé,lait_president_ecreme,Lait président écrémé,LG-202603-000957,Alimentation,Lait,1.0,AUTO,9,17174.11111111111,2026-2026,OUI
Oeillets,oeillets,oeillets,Oeillets,LG-202603-001058,,,1.0,AUTO,9,5816.555555555556,2023-2026,OUI
Papiers toilés,papiers toilés,papiers_toiles,Papiers toilés,LG-202603-001095,Fournitures bureau,Papier,1.0,AUTO,9,6167.222222222223,2024-2026,OUI
Pulvérisateur,pulvérisateur,pulverisateur,Pulvérisateur,LG-202603-001206,,,1.0,AUTO,9,31031.444444444445,2024-2026,OUI
Réparation de salon (chiffon plus tissupour 4 fauteuils,réparation salon chiffon plus tissupour fauteuils,reparation_salon_chiffon_plus_tissupour_4_fauteuils,Réparation de salon (chiffon plus tissupour 4 fauteuils,LG-202603-001227,Textile,Tissu,1.0,AUTO,9,168703.66666666666,2026-2026,OUI
Serviette de toilette PF,serviette toilette,serviette_toilette_pf,Serviette de toilette PF,LG-202603-001287,,,1.0,AUTO,9,21957.444444444445,2023-2023,OUI
Serviettes de toilette PF,serviettes toilette,serviettes_toilette_gf,Serviettes de toilette GF,LG-202603-001288,,,1.0,AUTO,9,69822.33333333333,2024-2026,OUI
Tissu brodé simple rideaux,tissu brodé simple rideaux,tissu_brode_simple_rideaux,Tissu brodé simple rideaux,LG-202603-001371,Textile,Tissu,1.0,AUTO,9,145518.44444444444,2023-2024,OUI
Tissu java,tissu java,tissu_java,Tissu java,LG-202603-001379,Textile,Tissu,1.0,AUTO,9,3240.6666666666665,2026-2026,OUI
"Tissu lourd rouleau de 100 mètres en 
polyester",tissu lourd rouleau mètres polyester,tissu_lourd_rouleau_100_metres_polyester,"Tissu lourd rouleau de 100 mètres en 
polyester",LG-202603-001382,Textile,Tissu,1.0,AUTO,9,393148.22222222225,2023-2023,OUI
Tissu satin rouleau de 200 mètres,tissu satin rouleau mètres,tissu_satin_rouleau_100_metres,Tissu satin rouleau de 100 mètres,LG-202603-001386,Textile,Tissu,1.0,AUTO,9,409444.44444444444,2023-2024,OUI
Tissu traditionnel bogolan,tissu traditionnel bogolan,tissu_traditionnel_bogolan,Tissu traditionnel bogolan,LG-202603-001389,Textile,Tissu,1.0,AUTO,9,8088.0,2024-2026,OUI
Vibrateur beton,vibrateur beton,vibrateur_beton,Vibrateur beton,LG-202603-001447,Construction,Beton,1.0,AUTO,9,278426.0,2026-2026,OUI
Vidange de fosse septique vehicule14000 Litres,vidange fosse septique vehicule litres,vidange_fosse_septique_vehicule_14000_litres,Vidange de fosse septique vehicule 14000 Litres,LG-202603-001450,Transport et vehicules,Vidange,1.0,AUTO,9,28490.777777777777,2026-2026,OUI
Vidange de fosse septique vehicule18000 Litres,vidange fosse septique vehicule litres,vidange_fosse_septique_vehicule_14000_litres,Vidange de fosse septique vehicule 14000 Litres,LG-202603-001450,Transport et vehicules,Vidange,1.0,AUTO,9,31138.88888888889,2026-2026,OUI
"Acide pour carreaux 1L avec préparation 
locale",acide carreaux préparation locale,acide_carreaux_1l_preparation_locale,"Acide pour carreaux 1L avec préparation 
locale",LG-202603-000020,Construction,Carreau,1.0,AUTO,8,1371.875,2023-2023,OUI
Bazin blanc pour teinture,bazin blanc teinture,bazin_blanc_teinture,Bazin blanc pour teinture,LG-202603-000108,Textile,Bazin,1.0,AUTO,8,7020.75,2026-2026,OUI
Biscuit Emmy,biscuit emmy,biscuit_emmy,Biscuit Emmy,LG-202603-000130,Alimentation,Biscuits,1.0,AUTO,8,18006.25,2023-2023,OUI
Bloc éphéméride (recharge) à preciser,bloc éphéméride preciser,bloc_ephemeride_recharge_preciser,Bloc éphéméride (recharge) à preciser,LG-202603-000171,Telecom,Recharge,1.0,AUTO,8,41875.0,2026-2026,OUI
Bloc note gf(100pièces),bloc note,bloc_note_gf,Bloc note GF,LG-202603-000172,Fournitures bureau,Bloc notes,1.0,AUTO,8,40020.875,2023-2023,OUI
Câble de distribution U1000R 02 V,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,8,16062.375,2023-2023,OUI
"Câble de distribution U1000R 02 V 5x16 
mm2",câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,8,10797.875,2023-2023,OUI
Café Nespresso (Arpeggio ristretto from india),café nespresso,cafe_nespresso_arpeggio_ristretto_from_india,Café nespresso (Arpeggio ristretto from india),LG-202603-000270,Alimentation,Cafe,1.0,AUTO,8,46289.75,2026-2026,OUI
Cahier 400 pages,cahier pages,cahier_300_pages,Cahier 300 pages,LG-202603-000297,Fournitures bureau,Cahier,1.0,AUTO,8,7443.75,2023-2023,OUI
"Cahier à ressort 400 pages (ajouter le 
nbre par paquet)",cahier ressort pages,cahier_ressort_100_pages_ajouter_nbre_paquet,"Cahier à ressort 100 pages (ajouter le 
nbre par paquet)",LG-202603-000307,Fournitures bureau,Cahier,1.0,AUTO,8,10192.75,2023-2023,OUI
Capacité de resistance pour ventillateur,capacité resistance ventillateur,capacite_resistance_ventillateur,Capacité de resistance pour ventillateur,LG-202603-000317,Electricite,Condensateur,1.0,AUTO,8,2540.25,2026-2026,OUI
carreau 30x60,carreau,carreau_30x60,Carreau 30x60,LG-202603-000321,Construction,Carreau,1.0,AUTO,8,12046.375,2023-2023,OUI
"carreau parquet 22,5/90cm",carreau parquet,carreau_parquet_120_60,Carreau parquet 120/60,LG-202603-000331,Construction,Carreau,1.0,AUTO,8,10556.25,2023-2023,OUI
carreau vitrifie 120/60,carreau vitrifie,carreau_vitrifie_120_60,Carreau vitrifie 120/60,LG-202603-000336,Construction,Carreau,1.0,AUTO,8,18425.0,2023-2023,OUI
Chaussette en synthétique basse,chaussette synthétique basse,chaussette_synthetique_basse,Chaussette en synthétique basse,LG-202603-000353,Textile,Chaussette,1.0,AUTO,8,1217.75,2026-2026,OUI
Chaussette en synthétique longue,chaussette synthétique longue,chaussette_synthetique_longue,Chaussette en synthétique longue,LG-202603-000354,Textile,Chaussette,1.0,AUTO,8,1576.0,2026-2026,OUI
Chaussure crampon,chaussure crampon,chaussure_crampon,Chaussure crampon,LG-202603-000361,Textile,Chaussure,1.0,AUTO,8,11708.25,2026-2026,OUI
Compact tétrapolaire c250A,compact tétrapolaire,compact_tetrapolaire_c250a,Compact tétrapolaire c250A,LG-202603-000429,Divers,Compact,1.0,AUTO,8,328387.5,2024-2026,OUI
Confection de tenue Homme Manche courte (Frais de couture costume),confection tenue homme manche courte,confection_tenue_homme_manche_courte_frais_couture_costume,Confection de tenue Homme Manche courte (Frais de couture costume),LG-202603-000455,Textile,Confection,1.0,AUTO,8,21447.875,2026-2026,OUI
Confiture 1 Kilogramme,confiture kilogramme,confiture_1_kilogramme,Confiture 1 Kilogramme,LG-202603-000459,Alimentation,Confiture,1.0,AUTO,8,14312.5,2023-2023,OUI
Coquillettes 250 grammes,coquillettes grammes,coquillettes_250_grammes,Coquillettes 250 grammes,LG-202603-000464,Alimentation,Pates,1.0,AUTO,8,8522.5,2023-2023,OUI
Coudière (hand-ball),coudière,coudiere_hand-ball,Coudière (hand-ball),LG-202603-000495,Sport,Coudière,1.0,AUTO,8,4525.125,2023-2023,OUI
Dameuse compacteuse,dameuse compacteuse,dameuse_compacteuse,Dameuse compacteuse,LG-202603-000540,Construction,Dameuse,1.0,AUTO,8,268333.375,2026-2026,OUI
Dameuse de plaque vibrante,dameuse plaque vibrante,dameuse_plaque_vibrante,Dameuse de plaque vibrante,LG-202603-000541,Construction,Dameuse,1.0,AUTO,8,128958.375,2026-2026,OUI
Engrais NPK ( 15-15-15) (complexe cereale) 50KG,engrais npk,engrais_npk_15-15-15_complexe_cereale_50kg,Engrais NPK ( 15-15-15) (complexe cereale) 50KG,LG-202603-000620,Agriculture,Engrais,1.0,AUTO,8,27333.25,2023-2026,OUI
Engrais NPKPNT (phosphate Naturellede Tilemsi),engrais npkpnt,engrais_npkpnt_phosphate_naturelle_tilemsi,Engrais NPKPNT (phosphate Naturelle de Tilemsi),LG-202603-000627,Agriculture,Engrais,1.0,AUTO,8,29595.25,2026-2026,OUI
"Fiche de Matériel en 
Approvisionnement",fiche matériel approvisionnement,fiche_materiel_approvisionnement,Fiche de Matériel en Approvisionnement,LG-202603-000697,,,1.0,AUTO,8,6301.0,2023-2024,OUI
"Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",gants soudeur poignets paire oxycopeur mance croûte antichaleur conforme norme,"gants_soudeur_poignets_paire,_oxycopeur,_mance_croute_150mm,_antichaleur_conforme_norme_420_12477","Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",LG-202603-000767,Construction,Soudure,1.0,AUTO,8,14235.875,2023-2023,OUI
Gants pour gardien (rugby),gants gardien,gants_gardien_football,Gants pour gardien (football),LG-202603-000756,Sante et hygiene,Gants,1.0,AUTO,8,11484.375,2023-2024,OUI
Journal Info matin,journal info matin,journal_info_matin,Journal Info matin,LG-202603-000873,Presse et abonnements,Journal,1.0,AUTO,8,76789.125,2026-2026,OUI
Journal L'Inspecteur,journal inspecteur,abonnement_journal_l_inspecteur,Abonnement au journal L'Inspecteur,LG-202603-000011,Presse et abonnements,Journal,1.0,AUTO,8,75010.375,2026-2026,OUI
Laine protège - nez,laine protège nez,laine_protege_-_nez,Laine protège - nez,LG-202603-000909,Textile,Laine,1.0,AUTO,8,5838.625,2023-2023,OUI
Lait elle et vire démi écrémé,lait elle vire démi écrémé,lait_elle_vire_demi_ecreme,Lait elle et vire démi écrémé,LG-202603-000923,Alimentation,Lait,1.0,AUTO,8,13116.625,2026-2026,OUI
Lait elle et vire entier,lait elle vire entier,lait_elle_vire_entier,Lait elle et vire entier,LG-202603-000925,Alimentation,Lait,1.0,AUTO,8,11749.375,2026-2026,OUI
Location de vehicules 4x4 (doublecabines),location vehicules,location_vehicules_4x4_double_cabines,Location de vehicules 4x4 (double cabines),LG-202603-000980,Transport et vehicules,Vehicule,1.0,AUTO,8,54708.25,2026-2026,OUI
Maintenance des fax des services,maintenance fax services,maintenance_fax_services,Maintenance des fax des services,LG-202603-000987,,,1.0,AUTO,8,13883.375,2023-2024,OUI
Mayonnaise Rémia(100MI),mayonnaise rémia,mayonnaise_remia_1000mi,Mayonnaise Rémia(1000MI),LG-202603-001016,Alimentation,Mayonnaise,1.0,AUTO,8,12752.75,2023-2023,OUI
Nettoyage graissage lubrification(Petite voiture),nettoyage graissage lubrification,nettoyage_graissage_lubrification_petite_voiture,"Nettoyage graissage lubrification (Petite 
voiture)",LG-202603-001052,Sante et hygiene,Nettoyage,1.0,AUTO,8,17250.0,2026-2026,OUI
Nettoyage graissage lubrification(véhicule 4x4),nettoyage graissage lubrification,nettoyage_graissage_lubrification_petite_voiture,"Nettoyage graissage lubrification (Petite 
voiture)",LG-202603-001052,Sante et hygiene,Nettoyage,1.0,AUTO,8,20583.375,2026-2026,OUI
Pelle mecanique,pelle mecanique,pelle_mecanique,Pelle mecanique,LG-202603-001122,Construction,Pelle,1.0,AUTO,8,312864.5,2023-2023,OUI
Pelle sur pneus,pelle pneus,pelle_pneus,Pelle sur pneus,LG-202603-001125,Construction,Pelle,1.0,AUTO,8,324166.625,2026-2026,OUI
Soude Caustique,soude caustique,soude_caustique,Soude Caustique,LG-202603-001291,Construction,Soudure,1.0,AUTO,8,1543.75,2024-2026,OUI
Tasses à café duralex,tasses café duralex,tasses_cafe_duralex,Tasses à café duralex,LG-202603-001334,Alimentation,Cafe,1.0,AUTO,8,39175.0,2023-2023,OUI
Tissu réal,tissu réal,tissu_real,Tissu réal,LG-202603-001385,Textile,Tissu,1.0,AUTO,8,4281.25,2026-2026,OUI
Tissus de doublure pour habit,tissus doublure habit,tissus_doublure_habit,Tissus de doublure pour habit,LG-202603-001395,Textile,Tissu,1.0,AUTO,8,991.625,2024-2026,OUI
Tissu voile rouleau de 100 mètres,tissu voile rouleau mètres,tissu_voile_rouleau_100_metres,Tissu voile rouleau de 100 mètres,LG-202603-001391,Textile,Tissu,1.0,AUTO,8,149797.625,2023-2026,OUI
Tôlerie complète avec peinture etmasque,tôlerie complète peinture etmasque,tolerie_complete_peinture_etmasque,Tôlerie complète avec peinture etmasque,LG-202603-001412,Construction,Tole,1.0,AUTO,8,187562.5,2026-2026,OUI
Vidange de fosse septique vehicule19000 Litres,vidange fosse septique vehicule litres,vidange_fosse_septique_vehicule_14000_litres,Vidange de fosse septique vehicule 14000 Litres,LG-202603-001450,Transport et vehicules,Vidange,1.0,AUTO,8,40000.0,2026-2026,OUI
Acétate d'éthyle ( Preciser le type),acétate éthyle,acetate_ethyle_preciser,Acétate d'éthyle ( Preciser le type),LG-202603-000017,Divers,Acetate,1.0,AUTO,7,960.7142857142857,2023-2023,OUI
"Balai brosse nylon, à manche enplastique",balai brosse nylon manche enplastique,"balai_brosse_nylon,_manche_enplastique","Balai brosse nylon, à manche enplastique",LG-202603-000093,Plastiques et emballages,Plastique,1.0,AUTO,7,9650.0,2026-2026,OUI
Bicarbonate de soude,bicarbonate soude,bicarbonate_soude,Bicarbonate de soude,LG-202603-000124,Construction,Soudure,1.0,AUTO,7,2070.1428571428573,2024-2026,OUI
"Biscuit bretonnes ""pure beurre"" 175grammes",biscuit bretonnes pure beurre grammes,biscuit_bretonnes_pure_beurre_175_grammes,"Biscuit bretonnes ""pure beurre"" 175 grammes",LG-202603-000128,Alimentation,Biscuits,1.0,AUTO,7,33523.857142857145,2026-2026,OUI
